Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
10,2012-06-08,1840491.41,0,86.87,4.103,1.308.896.774,7.382
10,2012-06-15,1811562.88,0,88.58,4.144,1.308.295.333,7.382
10,2012-06-22,1755334.18,0,89.92,4.014,1.307.929,7.382
10,2012-06-29,1707481.9,0,91.36,3.875,1.307.562.667,7.382
10,2012-07-06,1805999.79,0,86.87,3.666,1.307.196.333,7.17
10,2012-07-13,1765571.91,0,89.8,3.723,130.683,7.17
10,2012-07-20,1869967.03,0,84.45,3.589,1.307.012.903,7.17
10,2012-07-27,1817603.66,0,83.98,3.769,1.307.195.806,7.17
10,2012-08-03,1939440.09,0,84.76,3.595,130.737.871,7.17
10,2012-08-10,1880436.94,0,90.78,3.811,1.307.561.613,7.17
10,2012-08-17,1827797.4,0,88.83,4.002,1.307.909.677,7.17
10,2012-08-24,1764984.15,0,82.5,4.055,1.308.381.613,7.17
10,2012-08-31,1650285.54,0,86.97,3.886,1.308.853.548,7.17
10,2012-09-07,1708283.28,1,83.07,4.124,1.309.325.484,7.17
10,2012-09-14,1640168.99,0,78.47,3.966,1.309.776.667,7.17
10,2012-09-21,1671857.57,0,81.93,4.125,1.310.103.333,7.17
10,2012-09-28,1694862.41,0,82.52,3.966,131.043,7.17
10,2012-10-05,1758971.38,0,80.88,4.132,1.310.756.667,6.943
10,2012-10-12,1713889.11,0,76.03,4.468,1.311.083.333,6.943
10,2012-10-19,1734834.82,0,72.71,4.449,1.311.499.677,6.943
10,2012-10-26,1744349.05,0,70.5,4.301,1.311.930.968,6.943
11,2010-02-05,1528008.64,0,46.04,2.572,2.144.248.812,7.368
11,2010-02-12,1574684.08,1,48.01,2.548,2.145.747.916,7.368
11,2010-02-19,1503298.7,0,48.3,2.514,2.146.198.868,7.368
11,2010-02-26,1336404.65,0,52.79,2.561,2.146.475.127,7.368
11,2010-03-05,1426622.65,0,53.96,2.625,2.146.751.386,7.368
11,2010-03-12,1331883.16,0,64.1,2.667,2.147.027.646,7.368
11,2010-03-19,1364207.0,0,61.51,2.72,2.145.301.219,7.368
11,2010-03-26,1245624.27,0,58.09,2.732,2.143.241.011,7.368
11,2010-04-02,1446210.26,0,66.16,2.719,2.141.180.803,7.343
11,2010-04-09,1470308.32,0,69.57,2.77,2.139.120.595,7.343
11,2010-04-16,1323243.35,0,67.81,2.808,2.137.726.889,7.343
11,2010-04-23,1283766.55,0,68.37,2.795,2.137.221.852,7.343
11,2010-04-30,1239766.89,0,71.13,2.78,2.136.716.815,7.343
11,2010-05-07,1312329.78,0,75.57,2.835,2.136.211.778,7.343
11,2010-05-14,1266796.13,0,77.64,2.854,2.136.196.139,7.343
11,2010-05-21,1271646.62,0,76.97,2.826,2.139.116.886,7.343
11,2010-05-28,1264272.52,0,79.69,2.759,2.142.037.634,7.343
11,2010-06-04,1396322.19,0,79.66,2.705,2.144.958.382,7.343
11,2010-06-11,1339570.85,0,82.81,2.668,214.787.913,7.343
11,2010-06-18,1336522.92,0,84.13,2.637,2.147.858.259,7.343
11,2010-06-25,1262025.08,0,84.5,2.653,2.146.660.741,7.343
11,2010-07-02,1302600.14,0,83.09,2.669,2.145.463.222,7.346
11,2010-07-09,1280156.47,0,83.01,2.642,2.144.265.704,7.346
11,2010-07-16,1290609.54,0,84.9,2.623,2.144.176.476,7.346
11,2010-07-23,1244390.03,0,84.57,2.608,2.145.564.968,7.346
11,2010-07-30,1250178.89,0,83.26,2.64,214.695.346,7.346
11,2010-08-06,1369634.92,0,86.54,2.627,2.148.341.952,7.346
11,2010-08-13,1384339.1,0,87.73,2.692,2.149.730.444,7.346
11,2010-08-20,1430192.37,0,88.93,2.664,2.149.314.191,7.346
11,2010-08-27,1311263.07,0,87.7,2.619,2.148.897.938,7.346
11,2010-09-03,1303914.27,0,84.94,2.577,2.148.481.685,7.346
11,2010-09-10,1231428.46,1,81.93,2.565,2.148.065.431,7.346
11,2010-09-17,1215676.31,0,83.04,2.582,2.148.322.484,7.346
11,2010-09-24,1170103.25,0,77.36,2.624,2.149.084.516,7.346
11,2010-10-01,1182490.46,0,75.11,2.603,2.149.846.548,7.564
11,2010-10-08,1293472.8,0,68.71,2.633,215.060.858,7.564
11,2010-10-15,1175003.67,0,71.46,2.72,2.151.293.114,7.564
11,2010-10-22,1169831.38,0,72.6,2.725,21.517.839,7.564
11,2010-10-29,1195036.0,0,74.21,2.716,2.152.274.686,7.564
11,2010-11-05,1332759.13,0,64.41,2.689,2.152.765.472,7.564
11,2010-11-12,1281675.6,0,63.74,2.728,2.153.256.258,7.564
11,2010-11-19,1292346.57,0,58.63,2.771,2.152.074.519,7.564
11,2010-11-26,1757242.51,1,69.9,2.735,2.150.614.025,7.564
11,2010-12-03,1380522.64,0,55.9,2.708,2.149.153.531,7.564
11,2010-12-10,1564516.43,0,53.33,2.843,2.147.693.037,7.564
11,2010-12-17,1843971.15,0,54.63,2.869,214.704.919,7.564
11,2010-12-24,2306265.36,0,59.33,2.886,2.147.017.828,7.564
11,2010-12-31,1172003.1,1,55.03,2.943,2.146.986.466,7.564
11,2011-01-07,1178905.44,0,54.43,2.976,2.146.955.104,7.551
11,2011-01-14,1194449.78,0,45.34,2.983,2.147.470.729,7.551
11,2011-01-21,1187776.19,0,51.51,3.016,2.151.268.275,7.551
11,2011-01-28,1100418.69,0,51.04,3.01,2.155.065.821,7.551
11,2011-02-04,1422546.05,0,47.17,2.989,2.158.863.367,7.551
11,2011-02-11,1419236.9,1,44.61,3.022,2.162.660.913,7.551
11,2011-02-18,1554747.15,0,61.5,3.045,2.165.843.571,7.551
11,2011-02-25,1323999.36,0,68.74,3.065,2.168.780.275,7.551
11,2011-03-04,1399456.99,0,66.5,3.288,2.171.716.979,7.551
11,2011-03-11,1314557.31,0,63.29,3.459,2.174.653.683,7.551
11,2011-03-18,1391813.69,0,70.17,3.488,2.177.235.226,7.551
11,2011-03-25,1229777.24,0,73.74,3.473,2.179.674.705,7.551
11,2011-04-01,1258674.12,0,69.1,3.524,2.182.114.184,7.574
11,2011-04-08,1327401.06,0,73.57,3.622,2.184.553.663,7.574
11,2011-04-15,1312905.8,0,76.64,3.743,2.186.788.642,7.574
11,2011-04-22,1388118.53,0,78.31,3.807,218.851.237,7.574
11,2011-04-29,1357589.89,0,79.97,3.81,2.190.236.099,7.574
11,2011-05-06,1331453.41,0,71.39,3.906,2.191.959.827,7.574
11,2011-05-13,1277959.42,0,80.93,3.899,2.193.683.556,7.574
11,2011-05-20,1239466.97,0,76.97,3.907,219.127.216,7.574
11,2011-05-27,1216876.52,0,85.61,3.786,2.188.860.765,7.574
11,2011-06-03,1343637.0,0,86.14,3.699,2.186.449.369,7.574
11,2011-06-10,1314626.75,0,85.79,3.648,2.184.037.974,7.574
11,2011-06-17,1337506.74,0,87.9,3.637,2.183.551.748,7.574
11,2011-06-24,1254587.84,0,86.13,3.594,21.845.094,7.574
11,2011-07-01,1297472.06,0,86.43,3.524,2.185.467.052,7.567
11,2011-07-08,1334627.96,0,87.17,3.48,2.186.424.704,7.567
11,2011-07-15,1266546.73,0,88.3,3.575,2.187.275.216,7.567
11,2011-07-22,1290576.44,0,87.8,3.651,2.187.857.881,7.567
11,2011-07-29,1212938.67,0,89.46,3.682,2.188.440.545,7.567
11,2011-08-05,1403198.94,0,90.04,3.684,2.189.023.209,7.567
11,2011-08-12,1354188.43,0,90.3,3.638,2.189.605.873,7.567
11,2011-08-19,1484169.74,0,89.51,3.554,219.023.271,7.567
11,2011-08-26,1304706.75,0,89.09,3.523,2.190.866.908,7.567
11,2011-09-02,1297792.41,0,91.44,3.533,2.191.501.106,7.567
11,2011-09-09,1249439.95,1,84.91,3.546,2.192.135.305,7.567
11,2011-09-16,1270816.01,0,85.11,3.526,2.193.972.867,7.567
11,2011-09-23,1235775.15,0,82.14,3.467,2.197.414.914,7.567
11,2011-09-30,1190515.83,0,84.4,3.355,220.085.696,7.567
11,2011-10-07,1346271.06,0,76.97,3.285,2.204.299.007,7.197
11,2011-10-14,1286388.96,0,75.56,3.274,2.207.486.167,7.197
11,2011-10-21,1325107.53,0,70.91,3.353,2.209.144.005,7.197
11,2011-10-28,1310684.1,0,72.66,3.372,2.210.801.842,7.197
11,2011-11-04,1458287.38,0,61.13,3.332,221.245.968,7.197
11,2011-11-11,1366053.69,0,64.2,3.297,2.214.117.517,7.197
11,2011-11-18,1315091.63,0,66.17,3.308,2.216.432.852,7.197
11,2011-11-25,1848953.48,1,70.03,3.236,2.219.011.185,7.197
11,2011-12-02,1399322.44,0,56.89,3.172,2.221.589.519,7.197
11,2011-12-09,1646655.94,0,50.63,3.158,2.224.167.852,7.197
11,2011-12-16,1783910.06,0,59.69,3.159,2.226.426.418,7.197
11,2011-12-23,2213518.5,0,54.29,3.112,2.228.258.628,7.197
11,2011-12-30,1352084.21,1,48.86,3.129,2.230.090.839,7.197
11,2012-01-06,1283885.55,0,54.44,3.157,2.231.923.049,6.833
11,2012-01-13,1264736.59,0,53.1,3.261,2.233.755.259,6.833
11,2012-01-20,1207303.29,0,56.43,3.268,2.234.700.552,6.833
11,2012-01-27,1162675.85,0,58.36,3.29,2.235.645.845,6.833
11,2012-02-03,1376732.18,0,60.24,3.36,2.236.591.137,6.833
11,2012-02-10,1574287.76,1,52.23,3.409,223.753.643,6.833
11,2012-02-17,1569607.94,0,52.77,3.51,2.239.170.153,6.833
11,2012-02-24,1379473.03,0,61.11,3.555,2.241.320.199,6.833
11,2012-03-02,1438383.44,0,62.61,3.63,2.243.470.245,6.833
11,2012-03-09,1413382.76,0,61.44,3.669,2.245.620.291,6.833
11,2012-03-16,1441884.28,0,64.21,3.734,2.247.166.953,6.833
11,2012-03-23,1300593.61,0,67.16,3.787,2.247.909.104,6.833
11,2012-03-30,1300104.03,0,70.23,3.845,2.248.651.254,6.833
11,2012-04-06,1596325.01,0,74.19,3.891,2.249.393.405,6.664
11,2012-04-13,1472752.01,0,72.74,3.891,2.250.135.556,6.664
11,2012-04-20,1315356.99,0,71.97,3.877,2.250.689.541,6.664
11,2012-04-27,1236238.29,0,73.4,3.814,2.251.243.526,6.664
11,2012-05-04,1370251.22,0,79.07,3.749,2.251.797.511,6.664
11,2012-05-11,1300147.07,0,75.13,3.688,2.252.351.496,6.664
11,2012-05-18,1352442.31,0,72.53,3.63,2.252.512.024,6.664
11,2012-05-25,1297335.87,0,78.44,3.561,2.252.515.168,6.664
11,2012-06-01,1361595.33,0,81.67,3.501,2.252.518.313,6.664
11,2012-06-08,1414343.53,0,82.1,3.452,2.252.521.458,6.664
11,2012-06-15,1417875.42,0,84.97,3.393,2.252.644.795,6.664
11,2012-06-22,1355680.3,0,83.26,3.346,2.253.068.615,6.664
11,2012-06-29,1297028.6,0,87.86,3.286,2.253.492.435,6.664
11,2012-07-06,1461129.94,0,83.44,3.227,2.253.916.254,6.334
11,2012-07-13,1320239.51,0,82.46,3.256,2.254.340.074,6.334
11,2012-07-20,1344483.81,0,82.41,3.311,2.254.438.827,6.334
11,2012-07-27,1272395.02,0,85.43,3.407,2.254.537.579,6.334
11,2012-08-03,1399341.07,0,86.94,3.417,2.254.636.332,6.334
11,2012-08-10,1388973.65,0,86.21,3.494,2.254.735.085,6.334
11,2012-08-17,1421307.2,0,87.73,3.571,2.255.558.664,6.334
11,2012-08-24,1409515.73,0,83.17,3.62,2.256.925.864,6.334
11,2012-08-31,1372872.35,0,86.49,3.638,2.258.293.063,6.334
11,2012-09-07,1304584.4,1,85.17,3.73,2.259.660.263,6.334
11,2012-09-14,1267675.05,0,79.61,3.717,2.261.122.067,6.334
11,2012-09-21,1326132.98,0,73.64,3.721,2.263.151.496,6.334
11,2012-09-28,1227430.73,0,77.67,3.666,2.265.180.926,6.334
11,2012-10-05,1422794.26,0,73.37,3.617,2.267.210.356,6.034
11,2012-10-12,1311965.09,0,69.94,3.601,2.269.239.785,6.034
11,2012-10-19,1232073.18,0,73.77,3.594,2.269.688.442,6.034
11,2012-10-26,1200729.45,0,74.26,3.506,2.269.873.637,6.034
12,2010-02-05,1100046.37,0,49.47,2.962,1.264.420.645,13.975
12,2010-02-12,1117863.33,1,47.87,2.946,1.264.962.581,13.975
12,2010-02-19,1095421.65,0,54.83,2.915,1.265.262.857,13.975
12,2010-02-26,1048617.17,0,50.23,2.825,1.265.522.857,13.975
12,2010-03-05,1077018.27,0,53.77,2.987,1.265.782.857,13.975
12,2010-03-12,985594.23,0,50.11,2.925,1.266.042.857,13.975
12,2010-03-19,972088.34,0,59.57,3.054,1.266.066.452,13.975
12,2010-03-26,981615.81,0,60.06,3.083,1.266.050.645,13.975
12,2010-04-02,1011822.3,0,59.84,3.086,1.266.034.839,14.099
12,2010-04-09,1041238.87,0,59.25,3.09,1.266.019.032,14.099
12,2010-04-16,957997.52,0,64.95,3.109,1.265.621,14.099
12,2010-04-23,993833.44,0,64.55,3.05,1.264.713.333,14.099
12,2010-04-30,954220.22,0,67.38,3.105,1.263.805.667,14.099
12,2010-05-07,1043240.27,0,70.15,3.127,1.262.898,14.099
12,2010-05-14,966054.97,0,68.44,3.145,1.262.085.484,14.099
12,2010-05-21,958374.56,0,76.2,3.12,1.261.843.871,14.099
12,2010-05-28,955451.16,0,67.84,3.058,1.261.602.258,14.099
12,2010-06-04,1049357.36,0,81.39,2.941,1.261.360.645,14.099
12,2010-06-11,1016039.71,0,90.84,2.949,1.261.119.032,14.099
12,2010-06-18,956211.2,0,81.06,3.043,126.114,14.099
12,2010-06-25,958007.69,0,87.27,3.084,1.261.266,14.099
12,2010-07-02,951957.31,0,91.98,3.105,1.261.392,14.18
12,2010-07-09,943506.28,0,90.37,3.1,1.261.518,14.18
12,2010-07-16,916402.76,0,97.18,3.094,1.261.498.065,14.18
12,2010-07-23,912403.67,0,99.22,3.112,1.261.283.548,14.18
12,2010-07-30,913548.25,0,96.31,3.017,1.261.069.032,14.18
12,2010-08-06,967576.95,0,92.95,3.123,1.260.854.516,14.18
12,2010-08-13,928264.4,0,87.01,3.159,126.064,14.18
12,2010-08-20,948447.34,0,92.81,3.041,1.260.766.452,14.18
12,2010-08-27,1004516.46,0,93.19,3.129,1.260.892.903,14.18
12,2010-09-03,1075758.55,0,83.12,3.087,1.261.019.355,14.18
12,2010-09-10,903119.03,1,83.63,3.044,1.261.145.806,14.18
12,2010-09-17,852882.61,0,82.45,3.028,1.261.454.667,14.18
12,2010-09-24,851919.34,0,81.77,2.939,1.261.900.333,14.18
12,2010-10-01,850936.26,0,85.2,3.001,1.262.346,14.313
12,2010-10-08,918335.68,0,71.82,3.013,1.262.791.667,14.313
12,2010-10-15,862419.84,0,75.0,2.976,1.263.266.774,14.313
12,2010-10-22,857883.46,0,68.85,3.014,1.263.815.484,14.313
12,2010-10-29,955294.7,0,61.09,3.016,1.264.364.194,14.313
12,2010-11-05,929690.71,0,65.49,3.129,1.264.912.903,14.313
12,2010-11-12,942475.24,0,57.79,3.13,1.265.461.613,14.313
12,2010-11-19,894493.7,0,58.18,3.161,1.266.072,14.313
12,2010-11-26,1601377.41,1,47.66,3.162,1.266.692.667,14.313
12,2010-12-03,1069533.17,0,43.33,3.041,1.267.313.333,14.313
12,2010-12-10,1121934.15,0,50.01,3.203,1.267.934,14.313
12,2010-12-17,1295605.35,0,52.77,3.236,1.268.794.839,14.313
12,2010-12-24,1768249.89,0,52.02,3.236,1.269.835.806,14.313
12,2010-12-31,891736.91,1,45.64,3.148,1.270.876.774,14.313
12,2011-01-07,910110.24,0,37.64,3.287,1.271.917.742,14.021
12,2011-01-14,812011.8,0,43.15,3.312,1.273.009.355,14.021
12,2011-01-21,802105.5,0,53.53,3.223,1.274.404.839,14.021
12,2011-01-28,873119.06,0,50.74,3.342,1.275.800.323,14.021
12,2011-02-04,1046068.17,0,45.14,3.348,1.277.195.806,14.021
12,2011-02-11,1086421.57,1,51.3,3.381,127.859.129,14.021
12,2011-02-18,1128485.1,0,53.35,3.43,12.799.525,14.021
12,2011-02-25,1046203.72,0,48.45,3.53,128.13,14.021
12,2011-03-04,1085248.21,0,51.72,3.674,12.826.475,14.021
12,2011-03-11,997672.62,0,57.75,3.818,1.283.995,14.021
12,2011-03-18,1009502.01,0,64.21,3.692,1.285.121.935,14.021
12,2011-03-25,954107.32,0,54.4,3.909,1.286.160.645,14.021
12,2011-04-01,1005463.49,0,63.63,3.772,1.287.199.355,13.736
12,2011-04-08,998362.05,0,64.47,4.003,1.288.238.065,13.736
12,2011-04-15,990951.77,0,57.63,3.868,1.289.107.333,13.736
12,2011-04-22,1016019.47,0,72.12,4.134,1.289.553,13.736
12,2011-04-29,994966.1,0,68.27,4.151,1.289.998.667,13.736
12,2011-05-06,1021154.48,0,68.4,4.193,1.290.444.333,13.736
12,2011-05-13,977033.5,0,70.93,4.202,129.089,13.736
12,2011-05-20,924134.99,0,66.59,4.169,1.290.756.774,13.736
12,2011-05-27,964332.51,0,76.67,4.087,1.290.623.548,13.736
12,2011-06-03,970328.68,0,71.81,4.031,1.290.490.323,13.736
12,2011-06-10,996937.95,0,78.72,3.981,1.290.357.097,13.736
12,2011-06-17,986504.93,0,86.84,3.935,1.290.432,13.736
12,2011-06-24,997282.75,0,88.95,3.898,1.290.663,13.736
12,2011-07-01,961993.34,0,89.85,3.842,1.290.894,13.503
12,2011-07-08,943717.38,0,89.9,3.705,1.291.125,13.503
12,2011-07-15,936001.98,0,88.1,3.692,1.291.338.387,13.503
12,2011-07-22,922231.92,0,91.17,3.794,1.291.507.742,13.503
12,2011-07-29,890547.07,0,93.29,3.805,1.291.677.097,13.503
12,2011-08-05,988712.52,0,90.61,3.803,1.291.846.452,13.503
12,2011-08-12,955913.68,0,91.04,3.701,1.292.015.806,13.503
12,2011-08-19,966817.24,0,91.74,3.743,1.292.405.806,13.503
12,2011-08-26,1017593.47,0,94.61,3.74,1.292.832.581,13.503
12,2011-09-02,1052051.45,0,93.66,3.798,1.293.259.355,13.503
12,2011-09-09,922850.57,1,88.0,3.913,1.293.686.129,13.503
12,2011-09-16,889290.23,0,76.36,3.918,1.294.306,13.503
12,2011-09-23,871692.74,0,82.95,3.789,1.295.183.333,13.503
12,2011-09-30,866401.45,0,83.26,3.877,1.296.060.667,13.503
12,2011-10-07,951244.66,0,70.44,3.827,1.296.938,12.89
12,2011-10-14,927600.01,0,67.31,3.805,1.297.706.452,12.89
12,2011-10-21,938604.58,0,73.05,3.842,1.297.821.613,12.89
12,2011-10-28,990926.38,0,67.41,3.727,1.297.936.774,12.89
12,2011-11-04,1051944.79,0,59.77,3.828,1.298.051.935,12.89
12,2011-11-11,1095091.53,0,48.76,3.824,1.298.167.097,12.89
12,2011-11-18,970641.34,0,54.2,3.813,1.298.268.333,12.89
12,2011-11-25,1591920.42,1,53.25,3.622,1.298.364,12.89
12,2011-12-02,1071383.1,0,52.5,3.701,1.298.459.667,12.89
12,2011-12-09,1189646.45,0,42.17,3.644,1.298.555.333,12.89
12,2011-12-16,1293404.18,0,43.29,3.6,1.298.980.645,12.89
12,2011-12-23,1617612.03,0,45.4,3.541,1.299.845.484,12.89
12,2011-12-30,1111638.07,1,44.64,3.428,1.300.710.323,12.89
12,2012-01-06,945823.65,0,50.43,3.599,1.301.575.161,12.187
12,2012-01-13,865467.86,0,48.07,3.657,130.244,12.187
12,2012-01-20,855922.64,0,46.2,3.66,1.302.792.258,12.187
12,2012-01-27,888203.69,0,50.43,3.675,1.303.144.516,12.187
12,2012-02-03,1058767.95,0,50.58,3.702,1.303.496.774,12.187
12,2012-02-10,1199330.85,1,52.27,3.722,1.303.849.032,12.187
12,2012-02-17,1240048.85,0,51.8,3.781,1.304.546.207,12.187
12,2012-02-24,1112034.72,0,53.13,3.95,1.305.502.069,12.187
12,2012-03-02,1147636.96,0,52.27,4.178,1.306.457.931,12.187
12,2012-03-09,1113208.57,0,54.54,4.25,1.307.413.793,12.187
12,2012-03-16,1088498.52,0,64.44,4.273,1.308.261.935,12.187
12,2012-03-23,1045419.87,0,56.26,4.038,1.308.966.452,12.187
12,2012-03-30,1025382.22,0,64.36,4.294,1.309.670.968,12.187
12,2012-04-06,1128765.71,0,64.05,4.121,1.310.375.484,11.627
12,2012-04-13,1083811.19,0,64.28,4.254,131.108,11.627
12,2012-04-20,1006486.96,0,66.73,4.222,1.311.173.333,11.627
12,2012-04-27,1004252.38,0,77.99,4.193,1.311.266.667,11.627
12,2012-05-04,1073433.69,0,76.03,4.171,131.136,11.627
12,2012-05-11,1041995.22,0,77.27,4.186,1.311.453.333,11.627
12,2012-05-18,1020486.05,0,84.51,4.11,1.310.983.226,11.627
12,2012-05-25,991514.21,0,83.84,4.293,1.310.287.742,11.627
12,2012-06-01,981345.2,0,78.11,4.277,1.309.592.258,11.627
12,2012-06-08,1086231.47,0,84.83,4.103,1.308.896.774,11.627
12,2012-06-15,1019555.51,0,85.94,4.144,1.308.295.333,11.627
12,2012-06-22,981386.25,0,91.61,4.014,1.307.929,11.627
12,2012-06-29,943124.74,0,90.47,3.875,1.307.562.667,11.627
12,2012-07-06,1014898.78,0,89.13,3.765,1.307.196.333,10.926
12,2012-07-13,960312.75,0,95.61,3.723,130.683,10.926
12,2012-07-20,941550.34,0,85.53,3.726,1.307.012.903,10.926
12,2012-07-27,916967.92,0,93.47,3.769,1.307.195.806,10.926
12,2012-08-03,958667.23,0,88.16,3.76,130.737.871,10.926
12,2012-08-10,984689.9,0,95.91,3.811,1.307.561.613,10.926
12,2012-08-17,1005003.12,0,94.87,4.002,1.307.909.677,10.926
12,2012-08-24,1048101.39,0,85.32,4.055,1.308.381.613,10.926
12,2012-08-31,1061943.49,0,89.78,4.093,1.308.853.548,10.926
12,2012-09-07,955146.04,1,88.52,4.124,1.309.325.484,10.926
12,2012-09-14,885892.37,0,83.64,4.133,1.309.776.667,10.926
12,2012-09-21,922735.37,0,82.97,4.125,1.310.103.333,10.926
12,2012-09-28,880415.67,0,81.22,3.966,131.043,10.926
12,2012-10-05,979825.92,0,81.61,3.966,1.310.756.667,10.199
12,2012-10-12,934917.47,0,71.74,4.468,1.311.083.333,10.199
12,2012-10-19,960945.43,0,68.66,4.449,1.311.499.677,10.199
12,2012-10-26,974697.6,0,65.95,4.301,1.311.930.968,10.199
13,2010-02-05,1967220.53,0,31.53,2.666,1.264.420.645,8.316
13,2010-02-12,2030933.46,1,33.16,2.671,1.264.962.581,8.316
13,2010-02-19,1970274.64,0,35.7,2.654,1.265.262.857,8.316
13,2010-02-26,1817850.32,0,29.98,2.667,1.265.522.857,8.316
13,2010-03-05,1939980.43,0,40.65,2.681,1.265.782.857,8.316
13,2010-03-12,1840686.94,0,37.62,2.733,1.266.042.857,8.316
13,2010-03-19,1879794.89,0,42.49,2.782,1.266.066.452,8.316
13,2010-03-26,1882095.98,0,41.48,2.819,1.266.050.645,8.316
13,2010-04-02,2142482.14,0,42.15,2.842,1.266.034.839,8.107
13,2010-04-09,1898321.33,0,38.97,2.877,1.266.019.032,8.107
13,2010-04-16,1819660.44,0,50.39,2.915,1.265.621,8.107
13,2010-04-23,1909330.77,0,55.66,2.936,1.264.713.333,8.107
13,2010-04-30,1785823.37,0,48.33,2.941,1.263.805.667,8.107
13,2010-05-07,2005478.46,0,44.42,2.948,1.262.898,8.107
13,2010-05-14,1890273.44,0,50.15,2.962,1.262.085.484,8.107
13,2010-05-21,1853657.6,0,57.71,2.95,1.261.843.871,8.107
13,2010-05-28,1877358.86,0,53.11,2.908,1.261.602.258,8.107
13,2010-06-04,2022705.22,0,59.85,2.871,1.261.360.645,8.107
13,2010-06-11,2037880.96,0,65.24,2.841,1.261.119.032,8.107
13,2010-06-18,2003435.31,0,58.41,2.819,126.114,8.107
13,2010-06-25,1970340.25,0,71.83,2.82,1.261.266,8.107
13,2010-07-02,2018314.71,0,78.82,2.814,1.261.392,7.951
13,2010-07-09,1870843.9,0,71.33,2.802,1.261.518,7.951
13,2010-07-16,1932231.05,0,77.79,2.791,1.261.498.065,7.951
13,2010-07-23,1907351.2,0,82.27,2.797,1.261.283.548,7.951
13,2010-07-30,1817887.23,0,78.94,2.797,1.261.069.032,7.951
13,2010-08-06,1969121.45,0,81.24,2.802,1.260.854.516,7.951
13,2010-08-13,1877592.55,0,74.93,2.837,126.064,7.951
13,2010-08-20,1997397.63,0,76.34,2.85,1.260.766.452,7.951
13,2010-08-27,1908278.27,0,75.31,2.854,1.260.892.903,7.951
13,2010-09-03,1911852.58,0,65.71,2.868,1.261.019.355,7.951
13,2010-09-10,1772143.94,1,65.74,2.87,1.261.145.806,7.951
13,2010-09-17,1790279.74,0,66.84,2.875,1.261.454.667,7.951
13,2010-09-24,1705655.09,0,68.22,2.872,1.261.900.333,7.951
13,2010-10-01,1765584.48,0,68.74,2.853,1.262.346,7.795
13,2010-10-08,1871924.07,0,63.03,2.841,1.262.791.667,7.795
13,2010-10-15,1851431.06,0,54.12,2.845,1.263.266.774,7.795
13,2010-10-22,1796949.59,0,56.89,2.849,1.263.815.484,7.795
13,2010-10-29,1887895.07,0,45.12,2.841,1.264.364.194,7.795
13,2010-11-05,1854967.66,0,49.96,2.831,1.264.912.903,7.795
13,2010-11-12,1939964.63,0,42.55,2.831,1.265.461.613,7.795
13,2010-11-19,1925393.91,0,42.0,2.842,1.266.072,7.795
13,2010-11-26,2766400.05,1,28.22,2.83,1.266.692.667,7.795
13,2010-12-03,2083379.89,0,25.8,2.812,1.267.313.333,7.795
13,2010-12-10,2461468.35,0,36.78,2.817,1.267.934,7.795
13,2010-12-17,2771646.81,0,35.21,2.842,1.268.794.839,7.795
13,2010-12-24,3595903.2,0,34.9,2.846,1.269.835.806,7.795
13,2010-12-31,1675292.0,1,26.79,2.868,1.270.876.774,7.795
13,2011-01-07,1744544.39,0,16.94,2.891,1.271.917.742,7.47
13,2011-01-14,1682316.31,0,20.6,2.903,1.273.009.355,7.47
13,2011-01-21,1770177.37,0,34.8,2.934,1.274.404.839,7.47
13,2011-01-28,1633663.12,0,31.64,2.96,1.275.800.323,7.47
13,2011-02-04,1848186.58,0,23.35,2.974,1.277.195.806,7.47
13,2011-02-11,1944438.9,1,30.83,3.034,127.859.129,7.47
13,2011-02-18,2003480.59,0,40.85,3.062,12.799.525,7.47
13,2011-02-25,1831933.95,0,33.17,3.12,128.13,7.47
13,2011-03-04,1894960.68,0,34.23,3.23,12.826.475,7.47
13,2011-03-11,1852432.58,0,41.28,3.346,1.283.995,7.47
13,2011-03-18,1852443.78,0,44.69,3.407,1.285.121.935,7.47
13,2011-03-25,1807545.43,0,42.38,3.435,1.286.160.645,7.47
13,2011-04-01,1864238.64,0,42.49,3.487,1.287.199.355,7.193
13,2011-04-08,1887465.04,0,42.75,3.547,1.288.238.065,7.193
13,2011-04-15,1950994.04,0,41.72,3.616,1.289.107.333,7.193
13,2011-04-22,2124316.34,0,47.55,3.655,1.289.553,7.193
13,2011-04-29,1895583.12,0,43.85,3.683,1.289.998.667,7.193
13,2011-05-06,1986380.4,0,47.75,3.744,1.290.444.333,7.193
13,2011-05-13,1958823.56,0,52.4,3.77,129.089,7.193
13,2011-05-20,1860923.55,0,52.12,3.802,1.290.756.774,7.193
13,2011-05-27,1866369.93,0,54.62,3.778,1.290.623.548,7.193
13,2011-06-03,1935593.87,0,52.76,3.752,1.290.490.323,7.193
13,2011-06-10,1997816.98,0,61.39,3.732,1.290.357.097,7.193
13,2011-06-17,2086433.49,0,63.35,3.704,1.290.432,7.193
13,2011-06-24,2009163.08,0,66.38,3.668,1.290.663,7.193
13,2011-07-01,2048035.74,0,74.29,3.613,1.290.894,6.877
13,2011-07-08,2021699.38,0,77.3,3.563,1.291.125,6.877
13,2011-07-15,1956813.31,0,75.59,3.553,1.291.338.387,6.877
